Country,State,Year,Gender,Type Of Action Against The Crime,"Number Of Persons Arrested (UOM:Number), Scaling Factor:1"
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Charge sheeted,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Convicted,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Discharged,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Acquitted,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2017",Male,Persons Arrested,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2017",Male,Persons Charge sheeted,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2017",Male,Persons Convicted,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2017",Male,Persons Discharged,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2017",Male,Persons Acquitted,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2017",Female,Persons Arrested,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2017",Female,Persons Charge sheeted,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2017",Female,Persons Convicted,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2017",Female,Persons Discharged,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2017",Female,Persons Acquitted,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Arrested,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Charge sheeted,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Convicted,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Discharged,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Acquitted,0
India,Karnataka,"Calendar Year (Jan - Dec), 2017",Male,Persons Arrested,956
India,Karnataka,"Calendar Year (Jan - Dec), 2017",Male,Persons Charge sheeted,1040
India,Karnataka,"Calendar Year (Jan - Dec), 2017",Male,Persons Convicted,23
India,Karnataka,"Calendar Year (Jan - Dec), 2017",Male,Persons Discharged,0
India,Karnataka,"Calendar Year (Jan - Dec), 2017",Male,Persons Acquitted,249
India,Karnataka,"Calendar Year (Jan - Dec), 2017",Female,Persons Arrested,77
India,Karnataka,"Calendar Year (Jan - Dec), 2017",Female,Persons Charge sheeted,94
India,Karnataka,"Calendar Year (Jan - Dec), 2017",Female,Persons Convicted,7
India,Karnataka,"Calendar Year (Jan - Dec), 2017",Female,Persons Discharged,0
India,Karnataka,"Calendar Year (Jan - Dec), 2017",Female,Persons Acquitted,16
India,Karnataka,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Arrested,1033
India,Karnataka,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Charge sheeted,1134
India,Karnataka,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Convicted,30
India,Karnataka,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Discharged,0
India,Karnataka,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Acquitted,265
India,Kerala,"Calendar Year (Jan - Dec), 2017",Male,Persons Arrested,578
India,Kerala,"Calendar Year (Jan - Dec), 2017",Male,Persons Charge sheeted,553
India,Kerala,"Calendar Year (Jan - Dec), 2017",Male,Persons Convicted,6
India,Kerala,"Calendar Year (Jan - Dec), 2017",Male,Persons Discharged,0
India,Kerala,"Calendar Year (Jan - Dec), 2017",Male,Persons Acquitted,121
India,Kerala,"Calendar Year (Jan - Dec), 2017",Female,Persons Arrested,51
India,Kerala,"Calendar Year (Jan - Dec), 2017",Female,Persons Charge sheeted,44
India,Kerala,"Calendar Year (Jan - Dec), 2017",Female,Persons Convicted,0
India,Kerala,"Calendar Year (Jan - Dec), 2017",Female,Persons Discharged,0
India,Kerala,"Calendar Year (Jan - Dec), 2017",Female,Persons Acquitted,1
India,Kerala,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Arrested,629
India,Kerala,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Charge sheeted,597
India,Kerala,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Convicted,6
India,Kerala,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Discharged,0
India,Kerala,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Acquitted,122
India,Ladakh,"Calendar Year (Jan - Dec), 2017",Male,Persons Arrested,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2017",Male,Persons Charge sheeted,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2017",Male,Persons Convicted,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2017",Male,Persons Discharged,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2017",Male,Persons Acquitted,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2017",Female,Persons Arrested,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2017",Female,Persons Charge sheeted,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2017",Female,Persons Convicted,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2017",Female,Persons Discharged,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2017",Female,Persons Acquitted,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Arrested,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Charge sheeted,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Convicted,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Discharged,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Acquitted,0.00000000000000000000
India,Lakshadweep,"Calendar Year (Jan - Dec), 2017",Male,Persons Arrested,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2017",Male,Persons Charge sheeted,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2017",Male,Persons Convicted,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2017",Male,Persons Discharged,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2017",Male,Persons Acquitted,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2017",Female,Persons Arrested,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2017",Female,Persons Charge sheeted,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2017",Female,Persons Convicted,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2017",Female,Persons Discharged,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2017",Female,Persons Acquitted,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Arrested,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Charge sheeted,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Convicted,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Discharged,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Acquitted,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Persons Arrested,5580
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Persons Charge sheeted,7165
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Persons Convicted,753
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Persons Discharged,230
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Persons Acquitted,815
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Persons Arrested,256
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Persons Charge sheeted,374
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Persons Convicted,23
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Persons Discharged,12
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Persons Acquitted,53
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Arrested,5836
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Charge sheeted,7539
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Convicted,776
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Discharged,242
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Acquitted,868
India,Maharashtra,"Calendar Year (Jan - Dec), 2017",Male,Persons Arrested,4859
India,Maharashtra,"Calendar Year (Jan - Dec), 2017",Male,Persons Charge sheeted,4721
India,Maharashtra,"Calendar Year (Jan - Dec), 2017",Male,Persons Convicted,153
India,Maharashtra,"Calendar Year (Jan - Dec), 2017",Male,Persons Discharged,76
India,Maharashtra,"Calendar Year (Jan - Dec), 2017",Male,Persons Acquitted,837
India,Maharashtra,"Calendar Year (Jan - Dec), 2017",Female,Persons Arrested,274
India,Maharashtra,"Calendar Year (Jan - Dec), 2017",Female,Persons Charge sheeted,189
India,Maharashtra,"Calendar Year (Jan - Dec), 2017",Female,Persons Convicted,5
India,Maharashtra,"Calendar Year (Jan - Dec), 2017",Female,Persons Discharged,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2017",Female,Persons Acquitted,41
India,Maharashtra,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Arrested,5133
India,Maharashtra,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Charge sheeted,4910
India,Maharashtra,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Convicted,158
India,Maharashtra,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Discharged,76
India,Maharashtra,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Acquitted,878
India,Manipur,"Calendar Year (Jan - Dec), 2017",Male,Persons Arrested,5
India,Manipur,"Calendar Year (Jan - Dec), 2017",Male,Persons Charge sheeted,2
India,Manipur,"Calendar Year (Jan - Dec), 2017",Male,Persons Convicted,2
India,Manipur,"Calendar Year (Jan - Dec), 2017",Male,Persons Discharged,0
India,Manipur,"Calendar Year (Jan - Dec), 2017",Male,Persons Acquitted,0
India,Manipur,"Calendar Year (Jan - Dec), 2017",Female,Persons Arrested,0
India,Manipur,"Calendar Year (Jan - Dec), 2017",Female,Persons Charge sheeted,0
India,Manipur,"Calendar Year (Jan - Dec), 2017",Female,Persons Convicted,0
India,Manipur,"Calendar Year (Jan - Dec), 2017",Female,Persons Discharged,0
India,Manipur,"Calendar Year (Jan - Dec), 2017",Female,Persons Acquitted,0
India,Manipur,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Arrested,5
India,Manipur,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Charge sheeted,2
India,Manipur,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Convicted,2
India,Manipur,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Discharged,0
India,Manipur,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Acquitted,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2017",Male,Persons Arrested,1
India,Meghalaya,"Calendar Year (Jan - Dec), 2017",Male,Persons Charge sheeted,1
India,Meghalaya,"Calendar Year (Jan - Dec), 2017",Male,Persons Convicted,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2017",Male,Persons Discharged,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2017",Male,Persons Acquitted,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2017",Female,Persons Arrested,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2017",Female,Persons Charge sheeted,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2017",Female,Persons Convicted,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2017",Female,Persons Discharged,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2017",Female,Persons Acquitted,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Arrested,1
India,Meghalaya,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Charge sheeted,1
India,Meghalaya,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Convicted,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Discharged,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Acquitted,0
India,Mizoram,"Calendar Year (Jan - Dec), 2017",Male,Persons Arrested,14
India,Mizoram,"Calendar Year (Jan - Dec), 2017",Male,Persons Charge sheeted,11
India,Mizoram,"Calendar Year (Jan - Dec), 2017",Male,Persons Convicted,6
India,Mizoram,"Calendar Year (Jan - Dec), 2017",Male,Persons Discharged,0
India,Mizoram,"Calendar Year (Jan - Dec), 2017",Male,Persons Acquitted,0
India,Mizoram,"Calendar Year (Jan - Dec), 2017",Female,Persons Arrested,0
India,Mizoram,"Calendar Year (Jan - Dec), 2017",Female,Persons Charge sheeted,0
India,Mizoram,"Calendar Year (Jan - Dec), 2017",Female,Persons Convicted,0
India,Mizoram,"Calendar Year (Jan - Dec), 2017",Female,Persons Discharged,0
India,Mizoram,"Calendar Year (Jan - Dec), 2017",Female,Persons Acquitted,0
India,Mizoram,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Arrested,14
India,Mizoram,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Charge sheeted,11
India,Mizoram,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Convicted,6
India,Mizoram,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Discharged,0
India,Mizoram,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Acquitted,0
India,Nagaland,"Calendar Year (Jan - Dec), 2017",Male,Persons Arrested,11
India,Nagaland,"Calendar Year (Jan - Dec), 2017",Male,Persons Charge sheeted,8
India,Nagaland,"Calendar Year (Jan - Dec), 2017",Male,Persons Convicted,2
India,Nagaland,"Calendar Year (Jan - Dec), 2017",Male,Persons Discharged,0
India,Nagaland,"Calendar Year (Jan - Dec), 2017",Male,Persons Acquitted,0
India,Nagaland,"Calendar Year (Jan - Dec), 2017",Female,Persons Arrested,0
India,Nagaland,"Calendar Year (Jan - Dec), 2017",Female,Persons Charge sheeted,0
India,Nagaland,"Calendar Year (Jan - Dec), 2017",Female,Persons Convicted,0
India,Nagaland,"Calendar Year (Jan - Dec), 2017",Female,Persons Discharged,0
India,Nagaland,"Calendar Year (Jan - Dec), 2017",Female,Persons Acquitted,0
India,Nagaland,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Arrested,11
India,Nagaland,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Charge sheeted,8
India,Nagaland,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Convicted,2
India,Nagaland,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Discharged,0
India,Nagaland,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Acquitted,0
India,Odisha,"Calendar Year (Jan - Dec), 2017",Male,Persons Arrested,136
India,Odisha,"Calendar Year (Jan - Dec), 2017",Male,Persons Charge sheeted,145
India,Odisha,"Calendar Year (Jan - Dec), 2017",Male,Persons Convicted,0
India,Odisha,"Calendar Year (Jan - Dec), 2017",Male,Persons Discharged,0
India,Odisha,"Calendar Year (Jan - Dec), 2017",Male,Persons Acquitted,51
India,Odisha,"Calendar Year (Jan - Dec), 2017",Female,Persons Arrested,1
India,Odisha,"Calendar Year (Jan - Dec), 2017",Female,Persons Charge sheeted,1
India,Odisha,"Calendar Year (Jan - Dec), 2017",Female,Persons Convicted,0
India,Odisha,"Calendar Year (Jan - Dec), 2017",Female,Persons Discharged,0
India,Odisha,"Calendar Year (Jan - Dec), 2017",Female,Persons Acquitted,0
India,Odisha,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Arrested,137
India,Odisha,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Charge sheeted,146
India,Odisha,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Convicted,0
India,Odisha,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Discharged,0
India,Odisha,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Acquitted,51
India,Puducherry,"Calendar Year (Jan - Dec), 2017",Male,Persons Arrested,40
India,Puducherry,"Calendar Year (Jan - Dec), 2017",Male,Persons Charge sheeted,43
India,Puducherry,"Calendar Year (Jan - Dec), 2017",Male,Persons Convicted,1
India,Puducherry,"Calendar Year (Jan - Dec), 2017",Male,Persons Discharged,0
India,Puducherry,"Calendar Year (Jan - Dec), 2017",Male,Persons Acquitted,1
India,Puducherry,"Calendar Year (Jan - Dec), 2017",Female,Persons Arrested,0
India,Puducherry,"Calendar Year (Jan - Dec), 2017",Female,Persons Charge sheeted,2
India,Puducherry,"Calendar Year (Jan - Dec), 2017",Female,Persons Convicted,0
India,Puducherry,"Calendar Year (Jan - Dec), 2017",Female,Persons Discharged,0
India,Puducherry,"Calendar Year (Jan - Dec), 2017",Female,Persons Acquitted,0
India,Puducherry,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Arrested,40
India,Puducherry,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Charge sheeted,45
India,Puducherry,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Convicted,1
India,Puducherry,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Discharged,0
India,Puducherry,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Acquitted,1
India,Punjab,"Calendar Year (Jan - Dec), 2017",Male,Persons Arrested,289
India,Punjab,"Calendar Year (Jan - Dec), 2017",Male,Persons Charge sheeted,178
India,Punjab,"Calendar Year (Jan - Dec), 2017",Male,Persons Convicted,26
India,Punjab,"Calendar Year (Jan - Dec), 2017",Male,Persons Discharged,0
India,Punjab,"Calendar Year (Jan - Dec), 2017",Male,Persons Acquitted,43
India,Punjab,"Calendar Year (Jan - Dec), 2017",Female,Persons Arrested,28
India,Punjab,"Calendar Year (Jan - Dec), 2017",Female,Persons Charge sheeted,13
India,Punjab,"Calendar Year (Jan - Dec), 2017",Female,Persons Convicted,0
India,Punjab,"Calendar Year (Jan - Dec), 2017",Female,Persons Discharged,0
India,Punjab,"Calendar Year (Jan - Dec), 2017",Female,Persons Acquitted,1
India,Punjab,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Arrested,317
India,Punjab,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Charge sheeted,191
India,Punjab,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Convicted,26
