Country,State,Year,Gender,Type Of Action Against The Crime,"Number Of Persons Arrested (UOM:Number), Scaling Factor:1"
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018",Female,Persons Acquitted,87
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Arrested,3791
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Charge sheeted,2950
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Convicted,955
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Discharged,8
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Acquitted,843
India,Telangana,"Calendar Year (Jan - Dec), 2018",Male,Persons Arrested,436
India,Telangana,"Calendar Year (Jan - Dec), 2018",Male,Persons Charge sheeted,1038
India,Telangana,"Calendar Year (Jan - Dec), 2018",Male,Persons Convicted,109
India,Telangana,"Calendar Year (Jan - Dec), 2018",Male,Persons Discharged,0
India,Telangana,"Calendar Year (Jan - Dec), 2018",Male,Persons Acquitted,269
India,Telangana,"Calendar Year (Jan - Dec), 2018",Female,Persons Arrested,30
India,Telangana,"Calendar Year (Jan - Dec), 2018",Female,Persons Charge sheeted,64
India,Telangana,"Calendar Year (Jan - Dec), 2018",Female,Persons Convicted,1
India,Telangana,"Calendar Year (Jan - Dec), 2018",Female,Persons Discharged,0
India,Telangana,"Calendar Year (Jan - Dec), 2018",Female,Persons Acquitted,14
India,Telangana,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Arrested,466
India,Telangana,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Charge sheeted,1102
India,Telangana,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Convicted,110
India,Telangana,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Discharged,0
India,Telangana,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Acquitted,283
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2018",Male,Persons Arrested,1.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2018",Male,Persons Charge sheeted,1.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2018",Male,Persons Convicted,0.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2018",Male,Persons Discharged,0.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2018",Male,Persons Acquitted,0.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2018",Female,Persons Arrested,0.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2018",Female,Persons Charge sheeted,0.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2018",Female,Persons Convicted,0.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2018",Female,Persons Discharged,0.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2018",Female,Persons Acquitted,0.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Arrested,1.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Charge sheeted,1.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Convicted,0.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Discharged,0.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Acquitted,0.00000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2018",Male,Persons Arrested,13
India,Tripura,"Calendar Year (Jan - Dec), 2018",Male,Persons Charge sheeted,11
India,Tripura,"Calendar Year (Jan - Dec), 2018",Male,Persons Convicted,0
India,Tripura,"Calendar Year (Jan - Dec), 2018",Male,Persons Discharged,0
India,Tripura,"Calendar Year (Jan - Dec), 2018",Male,Persons Acquitted,1
India,Tripura,"Calendar Year (Jan - Dec), 2018",Female,Persons Arrested,1
India,Tripura,"Calendar Year (Jan - Dec), 2018",Female,Persons Charge sheeted,0
India,Tripura,"Calendar Year (Jan - Dec), 2018",Female,Persons Convicted,0
India,Tripura,"Calendar Year (Jan - Dec), 2018",Female,Persons Discharged,0
India,Tripura,"Calendar Year (Jan - Dec), 2018",Female,Persons Acquitted,1
India,Tripura,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Arrested,14
India,Tripura,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Charge sheeted,11
India,Tripura,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Convicted,0
India,Tripura,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Discharged,0
India,Tripura,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Acquitted,2
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Persons Arrested,707
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Persons Charge sheeted,710
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Persons Convicted,94
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Persons Discharged,13
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Persons Acquitted,13
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Persons Arrested,16
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Persons Charge sheeted,6
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Persons Convicted,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Persons Discharged,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Persons Acquitted,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Arrested,723
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Charge sheeted,716
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Convicted,94
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Discharged,13
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Acquitted,13
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018",Male,Persons Arrested,3
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018",Male,Persons Charge sheeted,3
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018",Male,Persons Convicted,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018",Male,Persons Discharged,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018",Male,Persons Acquitted,1
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018",Female,Persons Arrested,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018",Female,Persons Charge sheeted,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018",Female,Persons Convicted,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018",Female,Persons Discharged,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018",Female,Persons Acquitted,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Arrested,3
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Charge sheeted,3
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Convicted,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Discharged,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Acquitted,1
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Male,Persons Arrested,141
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Male,Persons Charge sheeted,297
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Male,Persons Convicted,0
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Male,Persons Discharged,0
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Male,Persons Acquitted,44
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Female,Persons Arrested,20
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Female,Persons Charge sheeted,10
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Female,Persons Convicted,0
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Female,Persons Discharged,0
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Female,Persons Acquitted,11
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Arrested,161
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Charge sheeted,307
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Convicted,0
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Discharged,0
India,West Bengal,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Acquitted,55
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Male,Persons Arrested,10
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Male,Persons Charge sheeted,11
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Male,Persons Convicted,0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Male,Persons Discharged,0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Male,Persons Acquitted,1
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Female,Persons Arrested,2
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Female,Persons Charge sheeted,2
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Female,Persons Convicted,0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Female,Persons Discharged,0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Female,Persons Acquitted,0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Arrested,12
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Charge sheeted,13
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Convicted,0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Discharged,0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Acquitted,1
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Persons Arrested,1153
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Persons Charge sheeted,1968
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Persons Convicted,296
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Persons Discharged,5
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Persons Acquitted,604
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Persons Arrested,161
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Persons Charge sheeted,272
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Persons Convicted,5
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Persons Discharged,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Persons Acquitted,68
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Arrested,1314
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Charge sheeted,2240
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Convicted,301
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Discharged,5
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Acquitted,672
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Persons Arrested,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Persons Charge sheeted,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Persons Convicted,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Persons Discharged,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Persons Acquitted,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Persons Arrested,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Persons Charge sheeted,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Persons Convicted,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Persons Discharged,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Persons Acquitted,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Arrested,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Charge sheeted,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Convicted,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Discharged,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Acquitted,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Male,Persons Arrested,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Male,Persons Charge sheeted,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Male,Persons Convicted,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Male,Persons Discharged,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Male,Persons Acquitted,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Female,Persons Arrested,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Female,Persons Charge sheeted,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Female,Persons Convicted,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Female,Persons Discharged,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Female,Persons Acquitted,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Arrested,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Charge sheeted,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Convicted,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Discharged,0
India,Assam,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Acquitted,0
India,Bihar,"Calendar Year (Jan - Dec), 2017",Male,Persons Arrested,403
India,Bihar,"Calendar Year (Jan - Dec), 2017",Male,Persons Charge sheeted,215
India,Bihar,"Calendar Year (Jan - Dec), 2017",Male,Persons Convicted,7
India,Bihar,"Calendar Year (Jan - Dec), 2017",Male,Persons Discharged,0
India,Bihar,"Calendar Year (Jan - Dec), 2017",Male,Persons Acquitted,14
India,Bihar,"Calendar Year (Jan - Dec), 2017",Female,Persons Arrested,5
India,Bihar,"Calendar Year (Jan - Dec), 2017",Female,Persons Charge sheeted,5
India,Bihar,"Calendar Year (Jan - Dec), 2017",Female,Persons Convicted,0
India,Bihar,"Calendar Year (Jan - Dec), 2017",Female,Persons Discharged,0
India,Bihar,"Calendar Year (Jan - Dec), 2017",Female,Persons Acquitted,0
India,Bihar,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Arrested,408
India,Bihar,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Charge sheeted,220
India,Bihar,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Convicted,7
India,Bihar,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Discharged,0
India,Bihar,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Acquitted,14
India,Chandigarh,"Calendar Year (Jan - Dec), 2017",Male,Persons Arrested,58
India,Chandigarh,"Calendar Year (Jan - Dec), 2017",Male,Persons Charge sheeted,51
India,Chandigarh,"Calendar Year (Jan - Dec), 2017",Male,Persons Convicted,10
India,Chandigarh,"Calendar Year (Jan - Dec), 2017",Male,Persons Discharged,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2017",Male,Persons Acquitted,15
India,Chandigarh,"Calendar Year (Jan - Dec), 2017",Female,Persons Arrested,3
India,Chandigarh,"Calendar Year (Jan - Dec), 2017",Female,Persons Charge sheeted,2
India,Chandigarh,"Calendar Year (Jan - Dec), 2017",Female,Persons Convicted,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2017",Female,Persons Discharged,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2017",Female,Persons Acquitted,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Arrested,61
India,Chandigarh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Charge sheeted,53
India,Chandigarh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Convicted,10
India,Chandigarh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Discharged,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Acquitted,15
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2017",Male,Persons Arrested,1350
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2017",Male,Persons Charge sheeted,1389
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2017",Male,Persons Convicted,181
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2017",Male,Persons Discharged,161
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2017",Male,Persons Acquitted,272
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2017",Female,Persons Arrested,156
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2017",Female,Persons Charge sheeted,162
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2017",Female,Persons Convicted,18
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2017",Female,Persons Discharged,12
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2017",Female,Persons Acquitted,21
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Arrested,1506
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Charge sheeted,1551
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Convicted,199
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Discharged,173
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Acquitted,293
India,Delhi,"Calendar Year (Jan - Dec), 2017",Male,Persons Arrested,640
India,Delhi,"Calendar Year (Jan - Dec), 2017",Male,Persons Charge sheeted,441
India,Delhi,"Calendar Year (Jan - Dec), 2017",Male,Persons Convicted,54
India,Delhi,"Calendar Year (Jan - Dec), 2017",Male,Persons Discharged,3
India,Delhi,"Calendar Year (Jan - Dec), 2017",Male,Persons Acquitted,37
India,Delhi,"Calendar Year (Jan - Dec), 2017",Female,Persons Arrested,9
India,Delhi,"Calendar Year (Jan - Dec), 2017",Female,Persons Charge sheeted,2
India,Delhi,"Calendar Year (Jan - Dec), 2017",Female,Persons Convicted,0
India,Delhi,"Calendar Year (Jan - Dec), 2017",Female,Persons Discharged,0
India,Delhi,"Calendar Year (Jan - Dec), 2017",Female,Persons Acquitted,0
India,Delhi,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Arrested,649
India,Delhi,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Charge sheeted,443
India,Delhi,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Convicted,54
India,Delhi,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Discharged,3
India,Delhi,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Acquitted,37
India,Goa,"Calendar Year (Jan - Dec), 2017",Male,Persons Arrested,36
India,Goa,"Calendar Year (Jan - Dec), 2017",Male,Persons Charge sheeted,53
India,Goa,"Calendar Year (Jan - Dec), 2017",Male,Persons Convicted,2
India,Goa,"Calendar Year (Jan - Dec), 2017",Male,Persons Discharged,0
India,Goa,"Calendar Year (Jan - Dec), 2017",Male,Persons Acquitted,31
India,Goa,"Calendar Year (Jan - Dec), 2017",Female,Persons Arrested,8
India,Goa,"Calendar Year (Jan - Dec), 2017",Female,Persons Charge sheeted,6
India,Goa,"Calendar Year (Jan - Dec), 2017",Female,Persons Convicted,0
India,Goa,"Calendar Year (Jan - Dec), 2017",Female,Persons Discharged,0
India,Goa,"Calendar Year (Jan - Dec), 2017",Female,Persons Acquitted,3
India,Goa,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Arrested,44
India,Goa,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Charge sheeted,59
India,Goa,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Convicted,2
India,Goa,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Discharged,0
India,Goa,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Acquitted,34
India,Gujarat,"Calendar Year (Jan - Dec), 2017",Male,Persons Arrested,1331
India,Gujarat,"Calendar Year (Jan - Dec), 2017",Male,Persons Charge sheeted,1365
India,Gujarat,"Calendar Year (Jan - Dec), 2017",Male,Persons Convicted,1
India,Gujarat,"Calendar Year (Jan - Dec), 2017",Male,Persons Discharged,1
India,Gujarat,"Calendar Year (Jan - Dec), 2017",Male,Persons Acquitted,33
India,Gujarat,"Calendar Year (Jan - Dec), 2017",Female,Persons Arrested,101
India,Gujarat,"Calendar Year (Jan - Dec), 2017",Female,Persons Charge sheeted,100
India,Gujarat,"Calendar Year (Jan - Dec), 2017",Female,Persons Convicted,0
India,Gujarat,"Calendar Year (Jan - Dec), 2017",Female,Persons Discharged,0
India,Gujarat,"Calendar Year (Jan - Dec), 2017",Female,Persons Acquitted,1
India,Gujarat,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Arrested,1432
India,Gujarat,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Charge sheeted,1465
India,Gujarat,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Convicted,1
India,Gujarat,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Discharged,1
India,Gujarat,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Acquitted,34
India,Haryana,"Calendar Year (Jan - Dec), 2017",Male,Persons Arrested,393
India,Haryana,"Calendar Year (Jan - Dec), 2017",Male,Persons Charge sheeted,344
India,Haryana,"Calendar Year (Jan - Dec), 2017",Male,Persons Convicted,42
India,Haryana,"Calendar Year (Jan - Dec), 2017",Male,Persons Discharged,0
India,Haryana,"Calendar Year (Jan - Dec), 2017",Male,Persons Acquitted,417
India,Haryana,"Calendar Year (Jan - Dec), 2017",Female,Persons Arrested,6
India,Haryana,"Calendar Year (Jan - Dec), 2017",Female,Persons Charge sheeted,4
India,Haryana,"Calendar Year (Jan - Dec), 2017",Female,Persons Convicted,0
India,Haryana,"Calendar Year (Jan - Dec), 2017",Female,Persons Discharged,0
India,Haryana,"Calendar Year (Jan - Dec), 2017",Female,Persons Acquitted,10
India,Haryana,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Arrested,399
India,Haryana,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Charge sheeted,348
India,Haryana,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Convicted,42
India,Haryana,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Discharged,0
India,Haryana,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Acquitted,427
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Persons Arrested,44
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Persons Charge sheeted,121
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Persons Convicted,7
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Persons Discharged,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2017",Male,Persons Acquitted,20
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Persons Arrested,10
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Persons Charge sheeted,26
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Persons Convicted,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Persons Discharged,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2017",Female,Persons Acquitted,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Arrested,54
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Charge sheeted,147
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Convicted,7
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Discharged,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Acquitted,20
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2017",Male,Persons Arrested,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2017",Male,Persons Charge sheeted,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2017",Male,Persons Convicted,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2017",Male,Persons Discharged,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2017",Male,Persons Acquitted,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2017",Female,Persons Arrested,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2017",Female,Persons Charge sheeted,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2017",Female,Persons Convicted,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2017",Female,Persons Discharged,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2017",Female,Persons Acquitted,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2017",Total (Male+Female+Transgender),Persons Arrested,0.00000000000000000000
