Country,State,Year,Price Type,"Agriculture, Forestry And Fishing (UOM:INR(IndianRupees)), Scaling Factor:10000000","Mining And Quarrying (UOM:INR(IndianRupees)), Scaling Factor:10000000","Manufacturing (UOM:INR(IndianRupees)), Scaling Factor:10000000","Electricity, Gas, Water Supply And Other Utility Services (UOM:INR(IndianRupees)), Scaling Factor:10000000","Construction (UOM:INR(IndianRupees)), Scaling Factor:10000000","Trade, Repair, Hotels And Restaurants (UOM:INR(IndianRupees)), Scaling Factor:10000000","Transport, Storage, Communication And Services Related To Broadcasting (UOM:INR(IndianRupees)), Scaling Factor:10000000","Financial Services (UOM:INR(IndianRupees)), Scaling Factor:10000000","Real Estate, Ownership Of Dwelling And Professional Services (UOM:INR(IndianRupees)), Scaling Factor:10000000","Public Administration, Defence And Other Services (UOM:INR(IndianRupees)), Scaling Factor:10000000","Other Services (UOM:INR(IndianRupees)), Scaling Factor:10000000","Total Net State Value Added (Nsva) At Basic Prices (UOM:INR(IndianRupees)), Scaling Factor:10000000"
India,Sikkim,"Financial Year (Apr - Mar), 2021",Constant Prices,1217,6,6711,2753,738,1089,428,313,149,1080,1621,15808
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Current Prices,239835,5264,320996,25618,210455,196377,80737,100102,297400,45035,176238,1698057
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021",Constant Prices,132657,4411,247733,1713,125804,126616,43592,75953,159585,24641,93830,1036536
India,Telangana,"Financial Year (Apr - Mar), 2021",Current Prices,175987,20433,93676,12766,46026,160639,56286,50903,205164,26860,75214,923954
India,Telangana,"Financial Year (Apr - Mar), 2021",Constant Prices,83008,15486,70596,6175,31092,89075,31855,35998,111936,14677,38530,528429
India,Tripura,"Financial Year (Apr - Mar), 2021",Current Prices,20463,4846,1771,1420,2524,4866,1545,1570,2597,5622,6586,53810
India,Tripura,"Financial Year (Apr - Mar), 2021",Constant Prices,9118,4603,1333,1283,1642,3549,772,1107,2168,3411,4172,33157
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Current Prices,431440,12946,189246,37467,191842,128515,108358,60891,208067,98896,80425,1548093
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021",Constant Prices,240387,14123,142681,6993,117452,92364,77989,42935,117172,60979,42449,955524
India,Uttarakhand,"Financial Year (Apr - Mar), 2021",Current Prices,23386,2391,74297,6104,21085,34799,15217,7926,9794,9040,16154,220193
India,Uttarakhand,"Financial Year (Apr - Mar), 2021",Constant Prices,12928,1707,57033,4914,13248,21166,8449,5589,8353,5840,9749,148975
India,West Bengal,"Financial Year (Apr - Mar), 2021",Current Prices,261719,6998,163677,17414,74543,172231,68225,61691,131353,55851,108590,1122293
India,West Bengal,"Financial Year (Apr - Mar), 2021",Constant Prices,141431,6742,121412,15241,64958,91275,34960,43499,68727,28507,59411,676163
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2020",Current Prices,1175,38,44,276,908,659,639,209,634,1519,1429,7530
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2020",Constant Prices,730,31,39,221,752,574,504,165,516,896,959,5386
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2020",Current Prices,324779,11947,91822,19246,57086,47041,49749,39443,63590,33739,64862,803306
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2020",Constant Prices,176381,10682,78287,15436,40098,38402,30638,29885,38799,20978,34689,514275
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2020",Current Prices,11113,247,187,2123,1670,1078,467,425,473,3940,4017,25740
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2020",Constant Prices,6066,173,172,820,1173,592,281,322,274,2256,2546,14676
India,Assam,"Financial Year (Apr - Mar), 2020",Current Prices,76818,19207,35127,4127,19772,35804,12874,9882,13520,16176,29188,272496
India,Assam,"Financial Year (Apr - Mar), 2020",Constant Prices,35184,16073,35377,2136,16486,36238,7602,5692,7883,8642,16672,187984
India,Bihar,"Financial Year (Apr - Mar), 2020",Current Prices,139985,749,37839,5784,38849,85050,39081,24939,37717,24177,65187,499359
India,Bihar,"Financial Year (Apr - Mar), 2020",Constant Prices,70469,305,32330,5279,29107,54789,23163,18910,29693,14102,38140,316287
India,Chandigarh,"Financial Year (Apr - Mar), 2020",Current Prices,256,,997,638,1664,10127,1075,5232,6999,2624,2777,32389
India,Chandigarh,"Financial Year (Apr - Mar), 2020",Constant Prices,141,,890,399,1185,8242,973,3964,4597,1560,1601,23552
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020",Current Prices,74457,15663,47973,17459,36670,17052,8842,10120,27653,19619,19467,294975
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020",Constant Prices,38537,22354,43225,17585,19078,10541,6504,7606,16538,11872,11453,205292
India,Delhi,"Financial Year (Apr - Mar), 2020",Current Prices,2696,7696,29041,12780,30000,64997,51927,96604,183600,35261,65986,580589
India,Delhi,"Financial Year (Apr - Mar), 2020",Constant Prices,1477,12395,25291,8747,18739,53558,35457,73251,110200,21558,42533,403205
India,Goa,"Financial Year (Apr - Mar), 2020",Current Prices,4913,106,25475,4580,2011,4661,1558,3364,4580,5023,3614,59886
India,Goa,"Financial Year (Apr - Mar), 2020",Constant Prices,2421,53,20763,2467,1494,2754,717,2551,3037,3021,2197,41476
India,Gujarat,"Financial Year (Apr - Mar), 2020",Current Prices,234140,29183,423768,38868,72160,161784,51595,83262,74190,41029,51137,1261116
India,Gujarat,"Financial Year (Apr - Mar), 2020",Constant Prices,139578,30473,301558,26957,70529,121914,37675,67512,49894,28319,34745,909153
India,Haryana,"Financial Year (Apr - Mar), 2020",Current Prices,128770,905,103736,10773,43880,66876,24467,30787,103860,14640,33455,562149
India,Haryana,"Financial Year (Apr - Mar), 2020",Constant Prices,79871,864,84582,1711,30399,54516,16787,23344,62418,9179,18647,382318
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",Current Prices,16053,303,38228,5882,9716,6752,3240,4447,13148,6619,14475,118862
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",Constant Prices,12514,189,32010,4329,7736,7033,1703,3372,8538,4427,8967,90817
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2020",Current Prices,22991.372074324382715,133.665095445891807,10754.50482623912359747950,5799.31415323071976438890,9901.57820427636636446430,10224.36006809254742741730,4389.83334790006245616080,5550.86993077826524926750,12095.51675136634855902060,24774.97523818197013192890,13350.45351280925857044090,120024.96886975685470878690
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2020",Constant Prices,12625.009745035328340,26.342756036781597,9021.26403023223619277430,7947.28073789839738331250,6262.94628489396165481230,5343.50703644787014215830,2008.09444368066582497730,4205.94549821084415363000,6194.47740469052930812530,14446.93372292422515095700,7476.80171821481225822040,75590.62187144935977597210
India,Jharkhand,"Financial Year (Apr - Mar), 2020",Current Prices,49090,13491,53141,3554,20915,28607,14393,8761,21923,14641,17618,246134
India,Jharkhand,"Financial Year (Apr - Mar), 2020",Constant Prices,24818,12868,44452,2124,15263,22707,8886,6643,16345,8618,12455,175181
India,Karnataka,"Financial Year (Apr - Mar), 2020",Current Prices,216412,8833,174025,16077,74020,133575,54633,72622,484070,32876,77722,1344866
India,Karnataka,"Financial Year (Apr - Mar), 2020",Constant Prices,109808,7734,147519,11884,53847,81770,56834,55066,289222,20526,44905,879116
India,Kerala,"Financial Year (Apr - Mar), 2020",Current Prices,65295,1908,55939,7707,82448,111224,31791,35279,106648,20507,76121,594867
India,Kerala,"Financial Year (Apr - Mar), 2020",Constant Prices,33816,1763,51239,4852,59944,65724,23335,26932,73426,12274,44027,397332
